date,day,weather,student_count,event,food_prepared_kg,food_consumed_kg,waste_kg,meal_type,menu_complexity,crowd_density,cost_per_kg,total_food_cost,waste_cost
2023-08-01,Tuesday,Sunny,308,Seminar,148.29,139.3,8.98,Lunch,Medium,0.88,73.93301533814626,10963.526844493708,663.9184777365534
2023-08-02,Wednesday,Humid,331,Sports Day,178.58,159.84,18.74,Breakfast,Complex,0.9457142857142857,41.705229212561505,7447.719832779234,781.5559954434026
2023-08-03,Thursday,Cloudy,342,Fest,143.65,136.34,7.31,Breakfast,Medium,0.9771428571428571,35.37882469479502,5082.168167407305,258.6192085189516
2023-08-04,Friday,Sunny,304,,141.57,111.11,30.45,Lunch,Simple,0.8685714285714285,72.49274778626828,10262.798304102,2207.404170091869
2023-08-05,Saturday,Humid,240,,118.29,98.8,19.48,Lunch,Simple,0.6857142857142857,82.2689853970852,9731.59828262121,1602.5998355352199
2023-08-06,Sunday,Cloudy,389,Fest,199.83,159.89,39.94,Dinner,Simple,1.1114285714285714,87.33162486604033,17451.47859698084,3488.0250971496507
2023-08-07,Monday,Cloudy,337,,176.38,138.16,38.22,Lunch,Complex,0.9628571428571429,83.38171453924423,14706.866810431897,3186.849129689914
2023-08-08,Tuesday,Rainy,298,Sports Day,130.24,105.15,25.09,Breakfast,Complex,0.8514285714285714,35.88108350471595,4673.152315654206,900.2563851333233
2023-08-09,Wednesday,Humid,235,Fest,107.34,91.26,16.07,Lunch,Simple,0.6714285714285714,66.64098157428228,7153.24296218346,1070.9205738987162
2023-08-10,Thursday,Cloudy,350,Sports Day,169.86,140.82,29.04,Dinner,Simple,1.0,87.68070607897553,14893.444734574785,2546.2477045334495
2023-08-11,Friday,Humid,210,Fest,123.5,96.99,26.51,Lunch,Medium,0.6,70.9999399228095,8768.492580466973,1882.20840735368
2023-08-12,Saturday,Cloudy,246,,126.51,101.09,25.42,Breakfast,Complex,0.7028571428571428,43.33996903644684,5482.93948280089,1101.7020129064788
2023-08-13,Sunday,Sunny,201,Seminar,98.82,80.26,18.56,Dinner,Complex,0.5742857142857143,81.98696843080143,8101.9522203317965,1521.6781340756743
2023-08-14,Monday,Humid,342,,166.6,146.21,20.38,Lunch,Simple,0.9771428571428571,87.52014511046572,14580.856175403589,1783.6605573512913
2023-08-15,Tuesday,Rainy,232,Sports Day,105.57,89.76,15.8,Dinner,Medium,0.6628571428571428,88.45211873596816,9337.890174956157,1397.543476028297
2023-08-16,Wednesday,Humid,151,,85.6,70.13,15.47,Lunch,Simple,0.43142857142857144,61.86180029511817,5295.370105262115,957.0020505654782
2023-08-17,Thursday,Humid,369,Sports Day,154.43,143.52,10.91,Dinner,Medium,1.0542857142857143,77.09814449746038,11906.266454742807,841.1407564672928
2023-08-18,Friday,Sunny,323,,137.34,117.74,19.61,Lunch,Medium,0.9228571428571428,86.0467923294709,11817.666458529535,1687.3775975809244
2023-08-19,Saturday,Sunny,234,,100.05,91.47,8.58,Breakfast,Simple,0.6685714285714286,44.82149415616555,4484.390490324363,384.5684198599004
2023-08-20,Sunday,Cloudy,210,Seminar,107.71,90.35,17.35,Breakfast,Simple,0.6,40.44945335915196,4356.810621314257,701.7980157812866
2023-08-21,Monday,Cloudy,260,Fest,127.4,107.44,19.95,Breakfast,Complex,0.7428571428571429,48.81311589789465,6218.790965391779,973.8216621629982
2023-08-22,Tuesday,Rainy,306,Sports Day,164.92,151.58,13.35,Lunch,Complex,0.8742857142857143,75.72823653498915,12489.100769350409,1010.9719577421051
2023-08-23,Wednesday,Humid,286,Fest,124.83,112.16,12.67,Breakfast,Medium,0.8171428571428572,46.86732444656082,5850.448110664187,593.8090007379257
2023-08-24,Thursday,Rainy,216,Fest,102.23,92.79,9.43,Dinner,Medium,0.6171428571428571,93.02824507891779,9510.277494417765,877.2563510941948
2023-08-25,Friday,Humid,324,Sports Day,133.88,103.51,30.37,Breakfast,Medium,0.9257142857142857,49.54120507050647,6632.576534839406,1504.5663979912815
2023-08-26,Saturday,Sunny,281,,114.81,96.62,18.2,Dinner,Medium,0.8028571428571428,72.12728631538796,8280.933741869692,1312.716610940061
2023-08-27,Sunday,Rainy,368,Seminar,180.29,157.23,23.06,Dinner,Simple,1.0514285714285714,84.74129954530456,15278.008895022958,1954.134367514723
2023-08-28,Monday,Cloudy,335,Seminar,149.34,131.52,17.82,Breakfast,Simple,0.9571428571428572,42.6619574526558,6371.136725979617,760.2360818063263
2023-08-29,Tuesday,Cloudy,322,,133.37,110.57,22.8,Breakfast,Simple,0.92,39.49312535770642,5267.198128957305,900.4432581557064
2023-08-30,Wednesday,Cloudy,332,Sports Day,194.77,183.66,11.11,Breakfast,Simple,0.9485714285714286,39.25587865318292,7645.867485280437,436.1328118368622
2023-08-31,Thursday,Humid,197,,92.69,86.78,5.9,Lunch,Complex,0.5628571428571428,84.7074347981914,7851.532131444361,499.77386530932927
2023-09-01,Friday,Cloudy,227,,92.04,79.6,12.43,Breakfast,Medium,0.6485714285714286,49.73921030986508,4577.996916919982,618.258384151623
2023-09-02,Saturday,Humid,274,Fest,124.97,112.55,12.43,Dinner,Complex,0.7828571428571428,108.26257699282189,13529.574246792952,1345.7038320207762
2023-09-03,Sunday,Humid,301,,123.29,116.39,6.9,Breakfast,Complex,0.86,36.39217384631433,4486.791113512094,251.10599953956887
2023-09-04,Monday,Cloudy,409,Sports Day,238.22,220.11,18.11,Lunch,Medium,1.1685714285714286,67.76674250670428,16143.393399947092,1227.2557067964144
2023-09-05,Tuesday,Cloudy,232,Seminar,118.91,109.73,9.19,Breakfast,Complex,0.6628571428571428,43.06756654451135,5121.164337807844,395.7909365440593
2023-09-06,Wednesday,Humid,299,,124.6,99.12,25.48,Lunch,Complex,0.8542857142857143,66.55365113870643,8292.58493188282,1695.7870310142398
2023-09-07,Thursday,Cloudy,389,Fest,229.82,173.9,55.92,Lunch,Medium,1.1114285714285714,85.08012634064274,19553.114635606515,4757.680664968742
2023-09-08,Friday,Humid,260,,151.81,122.31,29.5,Dinner,Simple,0.7428571428571429,70.26902195805893,10667.540223452927,2072.9361477627385
2023-09-09,Saturday,Rainy,332,Fest,167.08,157.03,10.04,Breakfast,Complex,0.9485714285714286,39.55620321987371,6609.050433976499,397.144280327532
2023-09-10,Sunday,Cloudy,234,,135.17,109.72,25.45,Dinner,Simple,0.6685714285714286,91.95531266436635,12429.599612842398,2340.2627073081235
2023-09-11,Monday,Rainy,227,Sports Day,107.05,94.88,12.17,Dinner,Complex,0.6485714285714286,84.62348683503537,9058.944265690536,1029.8678347823804
2023-09-12,Tuesday,Humid,315,Sports Day,152.95,120.07,32.88,Dinner,Complex,0.9,72.79567749392916,11134.098872696464,2393.521876000391
2023-09-13,Wednesday,Rainy,209,Seminar,115.48,100.76,14.72,Dinner,Medium,0.5971428571428572,94.99757849702246,10970.320364836154,1398.3643554761707
2023-09-14,Thursday,Rainy,399,Seminar,235.86,186.06,49.81,Dinner,Complex,1.14,78.76359378660342,18577.181230508286,3923.2146065107167
2023-09-15,Friday,Sunny,186,,103.84,80.75,23.09,Dinner,Medium,0.5314285714285715,89.48017634180127,9291.621511332643,2066.097271732191
2023-09-16,Saturday,Humid,353,Seminar,156.59,146.88,9.71,Breakfast,Medium,1.0085714285714287,36.53917177034851,5721.668907518873,354.79535789008406
2023-09-17,Sunday,Cloudy,291,Fest,135.08,127.02,8.06,Dinner,Complex,0.8314285714285714,84.99776808188469,11481.498512500984,685.0820107399907
2023-09-18,Monday,Cloudy,205,,90.18,67.71,22.48,Breakfast,Medium,0.5857142857142857,44.559596794170304,4018.3844388982784,1001.6997359329484
2023-09-19,Tuesday,Sunny,400,Sports Day,228.29,176.68,51.61,Breakfast,Simple,1.1428571428571428,47.430480413077525,10827.904373501467,2447.887094118931
2023-09-20,Wednesday,Cloudy,365,Seminar,185.44,174.54,10.9,Dinner,Simple,1.042857142857143,102.7252481180533,19049.370011011804,1119.705204486781
2023-09-21,Thursday,Cloudy,289,Sports Day,170.47,130.62,39.85,Lunch,Complex,0.8257142857142857,75.73808239626439,12911.07090609119,3018.162583491136
2023-09-22,Friday,Cloudy,268,,157.68,143.5,14.17,Breakfast,Simple,0.7657142857142857,47.12368412332411,7430.462512565746,667.7426040275027
2023-09-23,Saturday,Humid,309,Seminar,136.7,122.29,14.41,Lunch,Medium,0.8828571428571429,84.74123855654831,11584.127310680153,1221.1212475998611
2023-09-24,Sunday,Humid,337,Seminar,144.12,125.52,18.6,Breakfast,Complex,0.9628571428571429,48.15281042563837,6939.7830385430025,895.6422739168738
2023-09-25,Monday,Humid,308,Fest,175.77,154.93,20.84,Breakfast,Simple,0.88,44.68984611597783,7855.134251805423,931.336393056978
2023-09-26,Tuesday,Sunny,376,Seminar,194.88,148.97,45.92,Lunch,Simple,1.0742857142857143,78.65106221154332,15327.519003785561,3611.656776754069
2023-09-27,Wednesday,Sunny,318,Seminar,129.79,121.73,8.06,Breakfast,Medium,0.9085714285714286,44.00386721459783,5711.261925782653,354.67116974965853
2023-09-28,Thursday,Cloudy,246,Fest,141.27,118.53,22.74,Dinner,Simple,0.7028571428571428,78.84011012790447,11137.742357769064,1792.8241043085475
2023-09-29,Friday,Humid,283,,151.18,134.69,16.49,Dinner,Complex,0.8085714285714286,95.33556666040127,14412.830967719465,1572.0834942300169
2023-09-30,Saturday,Cloudy,348,,161.28,147.31,13.96,Breakfast,Complex,0.9942857142857143,37.98232941710537,6125.790088390754,530.233318662791
2023-10-01,Sunday,Sunny,303,Sports Day,139.74,107.83,31.91,Breakfast,Simple,0.8657142857142858,42.158581625284974,5891.240196317322,1345.2803396628435
2023-10-02,Monday,Humid,358,Fest,195.24,151.6,43.64,Dinner,Simple,1.022857142857143,101.63262472146786,19842.753650619386,4435.247742844857
2023-10-03,Tuesday,Cloudy,344,Sports Day,162.58,144.04,18.54,Lunch,Simple,0.9828571428571429,66.26590355767743,10773.510600407199,1228.5698519593395
2023-10-04,Wednesday,Cloudy,261,,117.77,108.61,9.16,Lunch,Simple,0.7457142857142857,79.17104178513412,9323.973591035245,725.2067427518285
2023-10-05,Thursday,Cloudy,386,Seminar,194.85,179.16,15.69,Breakfast,Simple,1.1028571428571428,44.50530739899543,8671.859146694258,698.2882730902382
2023-10-06,Friday,Humid,189,,96.81,79.62,17.19,Dinner,Medium,0.54,99.46183617668149,9628.900360264535,1709.748963877155
2023-10-07,Saturday,Sunny,314,Fest,154.92,131.02,23.9,Breakfast,Medium,0.8971428571428571,36.3627343306319,5633.314802501493,869.0693505021025
2023-10-08,Sunday,Humid,331,,150.36,124.03,26.33,Breakfast,Simple,0.9457142857142857,42.45834842698529,6384.037269481509,1117.9283140825225
2023-10-09,Monday,Sunny,221,Sports Day,111.07,104.09,6.98,Lunch,Simple,0.6314285714285715,82.2308565184383,9133.381233502942,573.9713784986993
2023-10-10,Tuesday,Humid,325,Sports Day,161.79,125.93,35.86,Breakfast,Medium,0.9285714285714286,37.196099936421426,6017.957008713623,1333.8521437200723
2023-10-11,Wednesday,Rainy,210,,96.83,79.07,17.76,Dinner,Simple,0.6,102.00312568950056,9876.96266051434,1811.5755122455303
2023-10-12,Thursday,Sunny,236,,141.47,120.72,20.76,Breakfast,Complex,0.6742857142857143,48.802627061188275,6904.1076503463055,1013.1425377902686
2023-10-13,Friday,Rainy,207,,86.49,70.01,16.48,Dinner,Medium,0.5914285714285714,109.52890950094988,9473.155382737155,1805.036428575654
2023-10-14,Saturday,Humid,233,,113.54,97.49,16.05,Breakfast,Medium,0.6657142857142857,48.640961461032504,5522.694764285631,780.6874314495717
2023-10-15,Sunday,Cloudy,248,Fest,145.04,132.7,12.34,Lunch,Medium,0.7085714285714285,68.6072075662424,9950.789385407796,846.6129413674312
2023-10-16,Monday,Humid,352,Seminar,178.26,169.27,8.99,Breakfast,Simple,1.0057142857142858,39.83835858679137,7101.58580168143,358.14684369525446
2023-10-17,Tuesday,Cloudy,170,,78.75,67.08,11.67,Dinner,Medium,0.4857142857142857,106.1596012457683,8360.068598104253,1238.882546538116
2023-10-18,Wednesday,Rainy,411,Fest,184.79,157.41,27.37,Lunch,Simple,1.1742857142857144,84.79481440766995,15669.233754393328,2320.8340703379267
2023-10-19,Thursday,Humid,305,Sports Day,146.35,110.44,35.91,Breakfast,Complex,0.8714285714285714,40.09117456896041,5867.343398167356,1439.6740787713682
2023-10-20,Friday,Humid,196,Fest,94.34,85.73,8.61,Breakfast,Complex,0.56,44.087715977432666,4159.235125310998,379.59523456569525
2023-10-21,Saturday,Humid,239,Seminar,142.58,112.97,29.62,Lunch,Simple,0.6828571428571428,85.06215466695812,12128.16201241489,2519.5410212352995
2023-10-22,Sunday,Sunny,267,,122.46,107.91,14.54,Breakfast,Complex,0.7628571428571429,38.46767602994062,4710.751606626528,559.3200094753366
2023-10-23,Monday,Humid,414,Fest,207.45,177.1,30.35,Breakfast,Simple,1.1828571428571428,47.51337273246614,9856.649173350099,1442.0308624303473
2023-10-24,Tuesday,Humid,289,Sports Day,153.61,123.56,30.05,Dinner,Medium,0.8257142857142857,91.3700483402219,14035.353125541487,2745.669952623668
2023-10-25,Wednesday,Sunny,335,Seminar,175.35,155.94,19.4,Dinner,Medium,0.9571428571428572,107.31878968637781,18818.34977150635,2081.9845199157294
2023-10-26,Thursday,Humid,268,,136.74,116.39,20.35,Breakfast,Complex,0.7657142857142857,42.54445936401874,5817.529373435923,865.7797480577815
2023-10-27,Friday,Cloudy,218,Seminar,126.95,97.28,29.67,Dinner,Complex,0.6228571428571429,91.32596678444087,11593.831483284768,2709.6414344943605
2023-10-28,Saturday,Rainy,364,Seminar,210.91,174.6,36.31,Dinner,Simple,1.04,108.95198653637743,22979.063480387365,3956.046631135865
2023-10-29,Sunday,Sunny,294,Fest,170.8,128.6,42.2,Breakfast,Medium,0.84,38.87442478473451,6639.751753232655,1640.5007259157962
2023-10-30,Monday,Humid,234,Sports Day,109.17,85.74,23.43,Lunch,Medium,0.6685714285714286,84.79913136217921,9257.521170809105,1986.843647815859
2023-10-31,Tuesday,Humid,278,Fest,148.64,122.2,26.44,Breakfast,Medium,0.7942857142857143,39.32298065712288,5844.9678448747445,1039.699608574329
2023-11-01,Wednesday,Cloudy,348,,186.02,153.75,32.27,Lunch,Complex,0.9942857142857143,84.2398641129027,15670.29952228216,2718.42041492337
2023-11-02,Thursday,Rainy,349,Seminar,198.07,160.53,37.54,Lunch,Complex,0.9971428571428571,62.03833624665607,12287.933260375168,2328.919142699469
2023-11-03,Friday,Rainy,241,Fest,103.9,94.53,9.37,Lunch,Medium,0.6885714285714286,68.90594055747329,7159.327223921475,645.6486630235246
2023-11-04,Saturday,Humid,401,Sports Day,223.56,172.57,50.99,Lunch,Simple,1.1457142857142857,84.09634432708512,18800.57873776315,4288.072597238071
2023-11-05,Sunday,Cloudy,240,Fest,129.96,108.21,21.75,Dinner,Medium,0.6857142857142857,100.5570955030076,13068.400131570868,2187.1168271904153
2023-11-06,Monday,Rainy,254,Sports Day,113.49,97.95,15.54,Lunch,Complex,0.7257142857142858,70.17441475387923,7964.094330417754,1090.5104052752831
2023-11-07,Tuesday,Rainy,369,Seminar,157.96,121.69,36.27,Breakfast,Simple,1.0542857142857143,37.60987809685946,5940.856344179921,1364.1102785730927
2023-11-08,Wednesday,Rainy,179,,97.37,82.41,14.96,Lunch,Simple,0.5114285714285715,80.34645435102792,7823.334260159589,1201.9829570913778
2023-11-09,Thursday,Cloudy,396,Sports Day,205.18,155.48,49.7,Breakfast,Simple,1.1314285714285715,46.55629367060596,9552.420335334931,2313.8477954291166
2023-11-10,Friday,Humid,342,Sports Day,165.89,151.19,14.71,Breakfast,Medium,0.9771428571428571,39.385989900792694,6533.741864642499,579.3679114406606
2023-11-11,Saturday,Rainy,265,Seminar,148.48,137.8,10.69,Dinner,Complex,0.7571428571428571,73.24013413801607,10874.695116812625,782.9370339353918
2023-11-12,Sunday,Cloudy,267,Seminar,125.46,117.31,8.15,Dinner,Medium,0.7628571428571429,99.36806725814365,12466.717718206703,809.8497481538708
2023-11-13,Monday,Sunny,362,Seminar,159.99,150.92,9.07,Dinner,Medium,1.0342857142857143,78.31760484911192,12530.033599809416,710.3406759814451
2023-11-14,Tuesday,Cloudy,348,,157.49,145.26,12.23,Breakfast,Complex,0.9942857142857143,39.354154116510884,6197.8857318093,481.30130484492815
2023-11-15,Wednesday,Cloudy,233,Sports Day,132.1,124.45,7.65,Breakfast,Complex,0.6657142857142857,45.9850784741635,6074.628866436999,351.7858503273508
2023-11-16,Thursday,Humid,210,Sports Day,89.87,75.69,14.18,Dinner,Complex,0.6,72.43160652903107,6509.428478764023,1027.0801805816607
2023-11-17,Friday,Humid,289,Fest,150.19,125.02,25.18,Breakfast,Medium,0.8257142857142857,43.612029543299315,6550.090717108124,1098.1509039002767
2023-11-18,Saturday,Humid,331,Fest,168.41,133.55,34.86,Lunch,Simple,0.9457142857142857,73.4370530188686,12367.53409890766,2560.015668237759
2023-11-19,Sunday,Sunny,378,Sports Day,191.16,153.97,37.19,Breakfast,Medium,1.08,41.825488350734766,7995.360353126458,1555.4899117638258
2023-11-20,Monday,Humid,265,Seminar,109.02,94.61,14.41,Lunch,Complex,0.7571428571428571,64.24918837240482,7004.446516359573,925.8308044463535
2023-11-21,Tuesday,Humid,335,,199.84,154.06,45.78,Breakfast,Complex,0.9571428571428572,41.02613181642819,8198.66218219501,1878.1763145560826
2023-11-22,Wednesday,Cloudy,187,Seminar,87.75,80.42,7.33,Breakfast,Simple,0.5342857142857143,39.8733824063847,3498.8893061602575,292.2718930387999
2023-11-23,Thursday,Sunny,340,Seminar,138.38,112.97,25.4,Breakfast,Simple,0.9714285714285714,41.87743847984166,5794.999936840489,1063.686937387978
2023-11-24,Friday,Humid,310,Fest,182.18,166.09,16.1,Lunch,Simple,0.8857142857142857,70.48388314340254,12840.753831065074,1134.790518608781
2023-11-25,Saturday,Humid,367,Sports Day,183.54,162.18,21.36,Dinner,Medium,1.0485714285714285,99.18268940499944,18203.990813393597,2118.5422456907877
2023-11-26,Sunday,Sunny,269,,119.99,111.99,8.01,Dinner,Medium,0.7685714285714286,77.28837798875807,9273.83247487108,619.0799076899522
2023-11-27,Monday,Sunny,350,Seminar,174.38,157.02,17.36,Dinner,Medium,1.0,76.61554484055277,13360.218709295592,1330.045858431996
2023-11-28,Tuesday,Cloudy,306,Seminar,159.71,143.63,16.08,Lunch,Medium,0.8742857142857143,87.56484497945914,13984.98139166942,1408.0427072697028
2023-11-29,Wednesday,Sunny,383,Fest,169.91,160.93,8.98,Breakfast,Complex,1.0942857142857143,41.13240248332866,6988.8065059423725,369.36897430029137
2023-11-30,Thursday,Cloudy,320,Fest,158.19,120.33,37.86,Breakfast,Simple,0.9142857142857143,48.17413781568608,7620.666861063381,1823.872857701875
2023-12-01,Friday,Rainy,403,Seminar,182.79,144.61,38.17,Dinner,Simple,1.1514285714285715,73.07153958494898,13356.746720732823,2789.1406659575027
2023-12-02,Saturday,Rainy,366,Seminar,200.22,168.6,31.62,Breakfast,Complex,1.0457142857142858,43.05543231482519,8620.5586580743,1361.4127697947724
2023-12-03,Sunday,Humid,232,Sports Day,130.0,119.47,10.53,Lunch,Simple,0.6628571428571428,62.287106270295006,8097.323815138351,655.8832290262063
2023-12-04,Monday,Cloudy,372,Fest,158.22,128.71,29.51,Dinner,Medium,1.062857142857143,76.82654811182744,12155.496442253338,2267.1514347800276
2023-12-05,Tuesday,Humid,346,Fest,200.08,154.95,45.13,Lunch,Simple,0.9885714285714285,84.21639590453584,16850.016492579532,3800.685947171703
2023-12-06,Wednesday,Sunny,324,Fest,191.74,155.1,36.64,Breakfast,Complex,0.9257142857142857,40.372583863290025,7741.03922994723,1479.2514727509465
2023-12-07,Thursday,Cloudy,370,Fest,158.65,141.55,17.1,Lunch,Complex,1.0571428571428572,62.46518312698682,9910.10130309646,1068.1546314714747
2023-12-08,Friday,Rainy,400,Fest,198.94,163.47,35.46,Dinner,Medium,1.1428571428571428,89.36418093178762,17778.11015456983,3168.8538558411888
2023-12-09,Saturday,Humid,268,Fest,127.61,103.53,24.08,Lunch,Medium,0.7657142857142857,66.96881660728695,8545.890687255887,1612.6091039034698
2023-12-10,Sunday,Rainy,311,,138.73,112.22,26.51,Lunch,Complex,0.8885714285714286,75.79007151634238,10514.356621462177,2009.1947958982366
2023-12-11,Monday,Sunny,151,,73.7,67.92,5.78,Breakfast,Complex,0.43142857142857144,44.24681448690625,3260.990227684991,255.74658773431815
2023-12-12,Tuesday,Cloudy,370,Seminar,213.22,164.64,48.58,Dinner,Simple,1.0571428571428572,107.64845436337197,22952.80343935817,5229.56191297261
2023-12-13,Wednesday,Sunny,228,Fest,101.12,87.67,13.45,Breakfast,Simple,0.6514285714285715,48.321981782253765,4886.318797821501,649.9306549713131
2023-12-14,Thursday,Rainy,363,Fest,181.22,158.47,22.75,Lunch,Simple,1.0371428571428571,78.62539014692024,14248.493202424886,1788.7276258424354
2023-12-15,Friday,Sunny,327,,139.73,130.69,9.04,Breakfast,Simple,0.9342857142857143,40.68687869748446,5685.177560399503,367.80938342525945
2023-12-16,Saturday,Sunny,259,Seminar,141.17,125.66,15.51,Breakfast,Medium,0.74,45.02560466364879,6356.2646103673,698.3471283331928
